Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T15:00:00+05:00;10.33335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T17:00:00+05:00;6.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T19:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T21:00:00+05:00;29.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T23:00:00+05:00;22.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T01:00:00+05:00;4.3333
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T03:00:00+05:00;4.6667
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T05:00:00+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T07:00:00+05:00;20.58335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T09:00:00+05:00;118.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T11:00:00+05:00;40.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T13:00:00+05:00;8.41665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T15:00:00+05:00;7.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T17:00:00+05:00;6.5833
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T19:00:00+05:00;42.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T21:00:00+05:00;65.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-08T23:00:00+05:00;6.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T01:00:00+05:00;12.91665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T03:00:00+05:00;53.833299999999994
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T05:00:00+05:00;6.083349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T07:00:00+05:00;6.916650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T09:00:00+05:00;6.166650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T11:00:00+05:00;18.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-09T13:00:00+05:00;15.25
